"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","대학구분","학년구분","학과구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","신청접수일 등 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천방법 상세내용","제출서류 상세내용"
"85","순천시인재육성장학회","청향(서정현)장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","사회보호 : 3000000원지역사회봉사자 : 4000000원 ※ 학업장려금","사회보호 분야 : 기초생활수급자 또는 차상위계층 본인 또는 자녀 중 대학교 재학생지역사회 봉사 분야 : 사리사욕 없이 지역사회를 위해 10년 이상 헌신/ 봉사하고 있는 지역사회봉사자의 자녀 ","사회보호 : 공고일 현재 친권자(후견인)과 학생 본인이 순천시에 주민등록을 두고 2년 이상 계속 거주 하고 있는 대학생지역사회 봉사 : 공고일 현재 순천시에 주민등록이 5년이상 계속 거주하고 잇는 자","2021-10-18~2021-10-29","사회보호 분야 : 사회보호 배점 반영/ 동점 시 학업성적 우수자 우선 선발지역사회 봉사 분야 : 순천시인재육성장학회 이사회 또는 이사장이 심의 선발","사회보호 : 1명지역사회봉사자 : 1명","국외소재 대학생국가 등으로부터 학비 등을 지워받는 육사/ 해사/ 공사/ 경찰대 등은 제외한다.1가구 2명 이상 지급 불가 * 자세한 사항은 첨부파일 참조","지역사회 봉사자 : 주소지 읍·면·동장의 추천","순천시인재육성장학금신청서개인정보 수집·이용 및 제공·조회 동의서 주민등록 등본가족관계증명서재학증명서통장사본수급자증명서(사회보호)추천서(지역봉사)공적요약서(지역봉사)현지조사확인서(필요시/ 지역봉사) * 자세한 사항은 첨부파일 참조"
"86","순천시인재육성장학회","특기자장학금","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","국제대회 : 2000000원 꿈응원 : 4000000원"," * 국제대회 : 각종 국외(문학/ 과학 기술/ 예·체능 분야)로 장학생 모집 시작일 현재 1년 이내에 국제대회 3위 이내 * 꿈응원 최근 2년 이내에 예·체능·기능·문학 등의 대회에서 도돤위 이상을 대상으로 공공기관이 주최하는 각종 대회(경연)에 입상한 자로 우리시를 빛낼 미래인재국가대표 선발자각종 대회에서 신기록 수립자","공고일 현재 친권자(후견인)과 학생 본인이 순천시에 주민등록을 두고 2년 이상 계속 거주 하고 있는 대학생대학생 본인의 경우 타지역 거주 인정","2021-10-18~2021-10-29","(국제대회)  대회 성적을 우선하여 선발/ 점수 동일시 연장자 우선 순위 (꿈응원) 순천시인재육성장학회 이사회 또는 이사장이 심의 선발","국제대회 : 1명꿈응원 : 6명","국외소재 대학생국가 등으로부터 학비 등을 지워받는 육사/ 해사/ 공사/ 경찰대 등은 제외한다.1가구 2명 이상 지급 불가꿈응원장학생의 경우 유사한 성격의 장학금을 지원받고 있는 자 * 자세한 사항은 첨부파일 참조","꿈응원 : 관련분야의 기관 또는 협회의 추천","순천시인재육성장학금신청서개인정보 수집·이용 및 제공·조회 동의서 주민등록 등본가족관계증명서재학증명서통장사본장학금 수혜확인서실적 증명서류자기소개서 및 자기계발계획서(꿈응원)추천서(꿈응원) * 자세한 사항은 첨부파일 참조"
"87","순천시인재육성장학회","다문화가정자녀장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","2000000원","다문화가정의 자녀 중 국내소재 대학(교)에 재학 중인 자","공고일 현재 친권자(후견인)과 학생 본인이 순천시에 주민등록을 두고 2년 이상 계속 거주 하고 있는 대학생대학생 본인의 경우 타지역 거주 인정","2020-10-19~2020-10-30","소득을 우선으로 선발/ 동일 점수자에 대해서는 학업성저거 우수자 선발","2명","국외소재 대학생국가 등으로부터 학비 등을 지워받는 육사/ 해사/ 공사/ 경찰대 등은 제외한다.1가구 2명 이상 지급 불가 * 자세한 사항은 첨부파일 참조","해당없음","순천시인재육성장학금신청서개인정보 수집·이용 및 제공·조회 동의서 주민등록 등본가족관계증명서재학증명서통장사본직전학기 성적증명서건강보험료 납부 확인서건강보험 자격확인서장학금 수혜확인서다문화 증빙서류 * 자세한 사항은 첨부파일 참조"
"88","순천시인재육성장학회","새터민자녀장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적이 2.5이상(4.5만점) 인 자","해당없음","2000000원","새터민(북한이탈자주민) 자녀 중 국내 대학(교)에 재학 중인 자","공고일 현재 친권자(후견인)과 학생 본인이 순천시에 주민등록을 두고 2년 이상 계속 거주 하고 있는 대학생대학생 본인의 경우 타지역 거주 인정","2020-10-19~2020-10-30","소득을 우선으로 선발/ 동일 점수자에 대하여는 학업성적 우수자 선발","2명","국외소재 대학생국가 등으로부터 학비 등을 지워받는 육사/ 해사/ 공사/ 경찰대 등은 제외한다.1가구 2명 이상 지급 불가 * 자세한 사항은 첨부파일 참조","해당없음","순천시인재육성장학금신청서개인정보 수집·이용 및 제공·조회 동의서 주민등록 등본가족관계증명서재학증명서통장사본직전학기 성적증명서건강보험료 납부 확인서건강보험 자격확인서장학금 수혜확인서"
"89","장흥군인재육성장학회","대학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","신입생 : 대학입학 수능성적 변환 표준점수에 의한 백분위 평균점수가 100분의 70이상인 자 (수시/ 특차전형자도 이에 준함)재학생 : 21학년도 2학기 과목별 평균평점이 B학점 이상인 자다자녀 : 부모명의 가족관계증명서에 본인 포함 형제자매가 3명 이상인 가구 '21학년도 2학기 과목별 평균평점이 B학점 이상인 자","해당없음","1000000 ~ 2500000원","2022년도 대학교 신입생/ 재학생/ 다자녀/ 농수산 말 관련 대학 ","신청일 현재 장흥군에 본적 또는 1년이상 계속해서 주민등록을 두고 군내 초/중/고교 중 1개교 이상을 졸업한 자","2022-02-17~2022-03-10","해당없음","해당없음","대학원생/ 유학생/ 야간대학교 재학생/ 한국방송통신대학생/사이버대학생/ 복학생중 전(前)학년도 2학기 성적을 제시할 수 없는 자","읍/면장","장학금 지원(추천)신청서읍/면장 확인서개인정보 수집/이용 및 제공/조회 동의서2021학년도 2학기 성적증명서2022학년도 학자금 납입증명서(한국장학재단)졸업증명서 (관내 초/중/고 모두)가족관계증명서/ 주민등록등본 각 1통 * 자세한 사항은 첨부파일 또는 홈페이지 공지사항 참고"
"90","강원랜드사회공헌위원회","하이원SOS장학생","민간(기업)","장학금","지역연고","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","학업에 심각한 어려움을 겪고 있는 청소년","최대 3000000원","갑작스러운 가정/경제 위기상황(부모의 사망/ 질병 등)으로 학업에 심각한 어려움을 겪고 있는 대학생(재학생)강원 폐광지역(정선/ 태백/ 영월/ 삼척) 소재학 고교 출신(졸업생)","강원 폐광지역 소재 고교를 졸업한 국내 대학생생","상사모집","해당없음","해당없음","최근 3년간 하이원 장학금 지원자 신청 불가가","해당없음","해당없음"
"91","디아코니아장학위원회","다음세대장학생","민간(기타)","장학금","지역연고","4년제(5~6년제포함)/일반대학원","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","대학생/대학원생 : 2000000원/년","다른 사람들의 모범이 되고/ 선한 영향력을 주며/ 헌신 봉사할 학생2022년 1월 현재 대학/대학원에 재학 중인 학생(입학예정자 포함)구체적인 자기 학습계획을 가지고 비전을 이루어 가는 예비대학/ 대학/ 대학원생","강원도 소재 학교에서 학업 중이거나/ 강원도 출신으로 타 지역에서 학업 중인 학생","2022-01-24~2022-02-18","해당없음","00명","한 지원자는 한 분야에만 지원 가능","담당(지도)교수 추천","응시원서 1부추천서 및 자기소개서 각 1부성적증명서주민등록등본자원봉사활동 인증서 * 자세한 사항은 첨부파일 참고"
"92","디아코니아장학위원회","외국인장학생","민간(기타)","장학금","기타","4년제(5~6년제포함)/일반대학원","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","대학생/대학원생 : 200만원/년","도내 대학교에서 학업이 우수한 외국인 대학생/ 대학원 생 2021년 1월 현재/ 정통교단에 속하는 교회에 출석하고 있으며 대학생/ 대학원생에 재학중인 경우우","강원도 소재 학교에서 학업 중이거나/ 강원도 출신으로 타 지역에서 학업 중인 분","2021-01-25~2021-02-17","해당없음","해당없음","한 지원자는 한 분야에만 지원 가능의무 교육의 대상이 되는 경우","담당(지도)교수 추천","응시원서 1부추천서 및 자기소개서 1부성적증명서 1부 주민등록등본 1부 자원봉사활동 인증서 1부교인증명서"
"93","디아코니아장학위원회","음악전공자장학생","민간(기타)","장학금","지역연고","4년제(5~6년제포함)/일반대학원","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","예체능계열","해당없음","해당없음","대학생/대학원생 : 2000000원/년","대학/대학원에 재학 중인 학생(입학예정자)교회의 예배를 위하여 피아노/ 기악과 성악 등을 전공하며 봉사하는 대학생","강원도 소재 학교에서 학업 중이거나/ 강원도 출신으로 타 지역에서 학업 중인 학생","2021-01-25~2021-02-17","해당없음","해당없음","한 지원자는 한 분야에만 지원 가능","담당(지도)교수 추천","응시원서 1부추천서 및 자기소개서 각 1부성적증명서 (대학신입생은 합격통지서/ 휴학생은 최근학기 성적증명서)주민등록등본 1부자원봉사활동 인증서 1부 * 자세한 사항은 첨부파일 또는 홈페이지 공지사항 참고"
"94","디아코니아장학위원회","외국인유학장학생","민간(기타)","장학금","지역연고","4년제(5~6년제포함)/일반대학원/전문대(2~3년제)/전문대학원","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","2000000원","도내 대학교에서 학업이 우수한 외국인 대학생 및 대학원생","강원도 소재 대학교에서 학업 중인 자강원도 출신으로 타 지역에서 학업 중인 자","2020-01-21~2020-02-07","해당없음","O명","1인 1분야 지원가능 ","해당없음","응시원서추천서 및 자기소개서성적증명서주민등록등본자원봉사활동인증서(해당자) * 자세한 사항은 첨부파일 또는 홈페이지 공지사항 참고"
